,Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
126,2030-01-02 07:30:00,19507.74064218223,0.0,19507.74064218223,-864.7544237967231
127,2030-01-02 07:45:00,19864.412488463593,0.0,19864.412488463593,-866.2845813625281
128,2030-01-02 08:00:00,19989.046364031197,0.0,19989.046364031197,-549.0367227822935
129,2030-01-02 08:15:00,20101.10539076,0.0,20101.10539076,-517.5263618046774
130,2030-01-02 08:30:00,20321.018584529593,0.0,20321.018584529593,-562.4757456501247
131,2030-01-02 08:45:00,20564.554365655786,0.0,20564.554365655786,-776.5534305495712
132,2030-01-02 09:00:00,21133.246624800395,0.0,21133.246624800395,-1248.1150538422917
133,2030-01-02 09:15:00,21457.013996144437,0.0,21457.013996144437,-1631.481604024706
134,2030-01-02 09:30:00,21754.35971575944,0.0,21754.35971575944,-1776.3568073332317
135,2030-01-02 09:45:00,21729.402009689264,0.0,21729.402009689264,-1566.670090653024
136,2030-01-02 10:00:00,21918.864473276702,0.0,21918.864473276702,-1632.9328703571482
137,2030-01-02 10:15:00,22385.314915487757,0.0,22385.314915487757,-1956.363917676441
138,2030-01-02 10:30:00,22434.92139564727,0.0,22434.92139564727,-1865.5426503490562
139,2030-01-02 10:45:00,22596.226954979025,0.0,22596.226954979025,-1940.043275519536
140,2030-01-02 11:00:00,22960.726895879263,0.0,22960.726895879263,-2825.4581245983354
141,2030-01-02 11:15:00,23207.229483447547,0.0,23207.229483447547,-2821.84974807694
142,2030-01-02 11:30:00,23251.22399921303,0.0,23251.22399921303,-2768.2072434810325
143,2030-01-02 11:45:00,23348.14213637663,0.0,23348.14213637663,-2675.3451998501587
144,2030-01-02 12:00:00,23270.445500568825,0.0,23270.445500568825,-2499.12351547441
145,2030-01-02 12:15:00,23250.1629060171,0.0,23250.1629060171,-2550.13377157164
146,2030-01-02 12:30:00,23293.760716152257,0.0,23293.760716152257,-2545.751404259405
147,2030-01-02 12:45:00,23177.06343061565,0.0,23177.06343061565,-2398.2580674970304
148,2030-01-02 13:00:00,23025.612547895435,0.0,23025.612547895435,-1711.242649697997
149,2030-01-02 13:15:00,22733.071365314878,0.0,22733.071365314878,-1611.949849491688
150,2030-01-02 13:30:00,22367.087080170804,0.0,22367.087080170804,-1349.5069023396682
151,2030-01-02 13:45:00,22072.290656730398,0.0,22072.290656730398,-1284.3023183388104
152,2030-01-02 14:00:00,21928.110159799024,0.0,21928.110159799024,-1373.3628162168352
153,2030-01-02 14:15:00,21616.52436369257,0.0,21616.52436369257,-1163.1574690003217
154,2030-01-02 14:30:00,21039.727808820007,0.0,21039.727808820007,-573.2726099681822
155,2030-01-02 14:45:00,20355.616085058027,41.72255222288368,20397.33863728091,0.0
156,2030-01-02 15:00:00,19584.392553293845,900.4629898776438,20484.85554317149,0.0
157,2030-01-02 15:15:00,18978.90667930166,1346.6535770849332,20325.560256386594,0.0
158,2030-01-02 15:30:00,18572.915950677838,1644.7302421272943,20217.646192805132,0.0
159,2030-01-02 15:45:00,18368.842959360685,1859.6306760051484,20228.473635365834,0.0
160,2030-01-02 16:00:00,18003.583708319053,2353.0200237663557,20356.60373208541,0.0
161,2030-01-02 16:15:00,17646.792660482522,2869.305866990824,20516.098527473347,0.0
162,2030-01-02 16:30:00,17502.421838216254,3121.2146847226504,20623.636522938905,0.0
163,2030-01-02 16:45:00,17430.849995740246,3422.775852679355,20853.6258484196,0.0
164,2030-01-02 17:00:00,17453.352972748995,3602.175247392097,21055.528220141092,0.0
165,2030-01-02 17:15:00,17519.342731352794,3500.146712514459,21019.489443867253,0.0
166,2030-01-02 17:30:00,17758.500805670654,3228.6428356089746,20987.14364127963,0.0
167,2030-01-02 17:45:00,18022.7849904716,2951.077716510794,20973.862706982392,0.0
168,2030-01-02 18:00:00,18035.464224460975,2963.78163989713,20999.245864358105,0.0
169,2030-01-02 18:15:00,18015.713390457044,2878.6852682861827,20894.398658743226,0.0
170,2030-01-02 18:30:00,18052.056865756254,2744.561285609212,20796.618151365466,0.0
171,2030-01-02 18:45:00,18131.70819349358,2657.6766860281386,20789.38487952172,0.0
172,2030-01-02 19:00:00,18156.182675735534,2541.643937185534,20697.826612921068,0.0
173,2030-01-02 19:15:00,17999.250267590163,2372.092205490393,20371.342473080556,281.8113215074918
174,2030-01-02 19:30:00,17922.14330695702,0.0,17922.14330695702,2532.425189368958
175,2030-01-02 19:45:00,17818.592087677574,0.0,17818.592087677574,2439.149334203121
176,2030-01-02 20:00:00,17715.65694562978,0.0,17715.65694562978,2177.8967722201887
177,2030-01-02 20:15:00,17698.877082810406,0.0,17698.877082810406,1769.869680733369
178,2030-01-02 20:30:00,17700.205098942468,0.0,17700.205098942468,1410.0349918837492
179,2030-01-02 20:45:00,17736.13269098411,0.0,17736.13269098411,1114.2397268686364
180,2030-01-02 21:00:00,17582.77177650898,0.0,17582.77177650898,1144.488347450737
181,2030-01-02 21:15:00,17475.8567329952,0.0,17475.8567329952,1012.6369766014541
182,2030-01-02 21:30:00,17347.853184613217,0.0,17347.853184613217,900.5177369393787
183,2030-01-02 21:45:00,16985.866927905485,0.0,16985.866927905485,996.2164131418358
184,2030-01-02 22:00:00,16790.070513042843,0.0,16790.070513042843,920.0378438840453
185,2030-01-02 22:15:00,16734.306437080275,0.0,16734.306437080275,738.7094259755577
186,2030-01-02 22:30:00,16682.447700720073,0.0,16682.447700720073,489.35431775906545
187,2030-01-02 22:45:00,16687.369292071748,0.0,16687.369292071748,172.26870297875575
188,2030-01-02 23:00:00,16596.283382735233,-12.13999157053695,16584.143391164696,0.0
189,2030-01-02 23:15:00,16541.314656790575,-142.31381456779854,16399.000842222777,0.0
190,2030-01-02 23:30:00,16426.067237812353,-282.28452415103857,16143.782713661314,0.0
191,2030-01-02 23:45:00,16367.779395884603,-455.257087159438,15912.522308725165,0.0
192,2030-01-03 00:00:00,16181.456695193678,-602.3394195532837,15579.117275640394,0.0
193,2030-01-03 00:15:00,16161.349518621715,-837.8264093186626,15323.523109303052,0.0
194,2030-01-03 00:30:00,16147.587183359406,-1010.6126860534132,15136.974497305993,0.0
195,2030-01-03 00:45:00,15981.724234742649,-1021.2853636873133,14960.438871055336,0.0
196,2030-01-03 01:00:00,15828.607808173074,-1044.870533258103,14783.73727491497,0.0
197,2030-01-03 01:15:00,15768.332716630777,-1154.3116055404626,14614.021111090315,0.0
198,2030-01-03 01:30:00,15628.16904774281,-1061.8453298376608,14566.323717905148,0.0
199,2030-01-03 01:45:00,15544.178253771714,-1007.4935809336203,14536.684672838093,0.0
200,2030-01-03 02:00:00,15400.611382564695,-950.4915187453189,14450.119863819376,0.0
201,2030-01-03 02:15:00,15180.696484531636,-797.1199260804715,14383.576558451165,0.0
202,2030-01-03 02:30:00,14904.34680894188,-434.6994407800994,14469.64736816178,0.0
203,2030-01-03 02:45:00,14645.185475557293,-191.66598764832452,14453.519487908969,0.0
204,2030-01-03 03:00:00,14489.49455655861,-14.266532897057914,14475.228023661552,0.0
205,2030-01-03 03:15:00,14394.529938552028,44.625241140229264,14439.155179692258,0.0
206,2030-01-03 03:30:00,14344.36577235724,195.45821896162852,14539.823991318868,0.0
207,2030-01-03 03:45:00,14259.110815161945,373.4830494875114,14632.593864649456,0.0
208,2030-01-03 04:00:00,14058.2503430504,802.7102231573535,14860.960566207754,0.0
209,2030-01-03 04:15:00,13865.454112600593,1167.7801972194447,15033.234309820038,0.0
210,2030-01-03 04:30:00,13705.286544742135,1561.662790681712,15266.949335423848,0.0
211,2030-01-03 04:45:00,13594.599955710928,1769.9963314893266,15364.596287200255,0.0
212,2030-01-03 05:00:00,13425.862608785745,2230.4314629848304,15656.294071770575,0.0
213,2030-01-03 05:15:00,13399.552606686548,2452.3163157839426,15851.86892247049,0.0
214,2030-01-03 05:30:00,13342.2774981875,422.3599208766245,13764.637419064125,2307.225470163956
215,2030-01-03 05:45:00,13250.185430368078,0.0,13250.185430368078,3251.056625425983
216,2030-01-03 06:00:00,13230.188817070437,0.0,13230.188817070437,3945.4759751912534
217,2030-01-03 06:15:00,13148.356514071951,0.0,13148.356514071951,4412.527594695544
218,2030-01-03 06:30:00,13086.77304806432,0.0,13086.77304806432,4883.8232730254185
