Datum,Differenz in MWh,Kapazität in MWh,Laden/Einspeisen in MWh
2030-01-03 20:00:00,6244.772155068233,0.0,0.0
2030-01-03 20:15:00,6026.825422257973,0.0,0.0
2030-01-03 20:30:00,5866.574092644634,0.0,0.0
2030-01-03 20:45:00,5729.623475927175,0.0,0.0
2030-01-03 21:00:00,5578.114301570914,0.0,0.0
2030-01-03 21:15:00,5369.354686709435,0.0,0.0
2030-01-03 21:30:00,5258.665879837877,0.0,0.0
2030-01-03 21:45:00,5156.038223252526,0.0,0.0
2030-01-03 22:00:00,5284.4138119885865,0.0,0.0
2030-01-03 22:15:00,5200.389927423076,0.0,0.0
2030-01-03 22:30:00,4971.56041196444,0.0,0.0
2030-01-03 22:45:00,4762.593431133582,0.0,0.0
2030-01-03 23:00:00,4604.806148908894,0.0,0.0
2030-01-03 23:15:00,4362.504978927883,0.0,0.0
2030-01-03 23:30:00,4324.913497314837,0.0,0.0
2030-01-03 23:45:00,4192.4676754776465,0.0,0.0
2030-01-04 00:00:00,4151.979165105031,0.0,0.0
2030-01-04 00:15:00,4088.738143480232,0.0,0.0
2030-01-04 00:30:00,3877.054695953395,0.0,0.0
2030-01-04 00:45:00,3859.1929413588805,0.0,0.0
2030-01-04 01:00:00,3863.2920286041663,0.0,0.0
2030-01-04 01:15:00,3875.9038138696824,0.0,0.0
2030-01-04 01:30:00,3965.8243520794467,0.0,0.0
2030-01-04 01:45:00,4024.7984761516946,0.0,0.0
2030-01-04 02:00:00,3988.0834599755262,0.0,0.0
2030-01-04 02:15:00,4062.4831009600994,0.0,0.0
2030-01-04 02:30:00,4105.968908935804,0.0,0.0
2030-01-04 02:45:00,4133.668307218749,0.0,0.0
2030-01-04 03:00:00,4250.746618491731,0.0,0.0
2030-01-04 03:15:00,4498.730375897081,0.0,0.0
2030-01-04 03:30:00,4695.249517253312,0.0,0.0
2030-01-04 03:45:00,4834.998597276809,0.0,0.0
2030-01-04 04:00:00,5064.698445549243,0.0,0.0
2030-01-04 04:15:00,5197.846074363499,0.0,0.0
2030-01-04 04:30:00,5407.423866330806,0.0,0.0
2030-01-04 04:45:00,5570.464075527781,0.0,0.0
2030-01-04 05:00:00,5911.763521630246,0.0,0.0
2030-01-04 05:15:00,6017.68853129639,0.0,0.0
2030-01-04 05:30:00,6262.548979325672,0.0,0.0
2030-01-04 05:45:00,6641.886781965393,0.0,0.0
2030-01-04 06:00:00,7202.808662795672,0.0,0.0
2030-01-04 06:15:00,7494.881697759443,0.0,0.0
2030-01-04 06:30:00,7716.499225127345,0.0,0.0
2030-01-04 06:45:00,7996.308883213447,0.0,0.0
2030-01-04 07:00:00,8337.314175869367,0.0,0.0
2030-01-04 07:15:00,8657.205353757261,0.0,0.0
2030-01-04 07:30:00,8926.938897197804,0.0,0.0
2030-01-04 07:45:00,9171.35836071876,0.0,0.0
2030-01-04 08:00:00,9406.717390219315,0.0,0.0
2030-01-04 08:15:00,9595.94242298061,0.0,0.0
2030-01-04 08:30:00,9708.071536719024,0.0,0.0
2030-01-04 08:45:00,9669.156836698912,0.0,0.0
2030-01-04 09:00:00,9794.326710265199,0.0,0.0
2030-01-04 09:15:00,10013.554829154291,0.0,0.0
2030-01-04 09:30:00,10198.973050943496,0.0,0.0
2030-01-04 09:45:00,10392.119782784255,0.0,0.0
2030-01-04 10:00:00,10534.373205286254,0.0,0.0
2030-01-04 10:15:00,10664.89754092805,0.0,0.0
2030-01-04 10:30:00,10827.96994224826,0.0,0.0
2030-01-04 10:45:00,10970.509123240674,0.0,0.0
2030-01-04 11:00:00,11175.562484266484,0.0,0.0
2030-01-04 11:15:00,11304.404826477868,0.0,0.0
2030-01-04 11:30:00,11501.106400772274,0.0,0.0
2030-01-04 11:45:00,11599.607958455694,0.0,0.0
2030-01-04 12:00:00,11636.394432875662,0.0,0.0
2030-01-04 12:15:00,11665.991394390989,0.0,0.0
2030-01-04 12:30:00,11714.33923445822,0.0,0.0
2030-01-04 12:45:00,11640.32038060436,0.0,0.0
2030-01-04 13:00:00,11645.299981729337,0.0,0.0
2030-01-04 13:15:00,11681.566509311797,0.0,0.0
2030-01-04 13:30:00,11580.419370397649,0.0,0.0
2030-01-04 13:45:00,11376.676762896594,0.0,0.0
2030-01-04 14:00:00,11354.464407790229,0.0,0.0
2030-01-04 14:15:00,11355.577185835278,0.0,0.0
2030-01-04 14:30:00,11334.267966690553,0.0,0.0
2030-01-04 14:45:00,11267.203109722013,0.0,0.0
2030-01-04 15:00:00,11158.632821050178,0.0,0.0
2030-01-04 15:15:00,11116.018281304605,0.0,0.0
2030-01-04 15:30:00,11100.018472895623,0.0,0.0
2030-01-04 15:45:00,11075.584643866341,0.0,0.0
2030-01-04 16:00:00,11046.642363900497,0.0,0.0
2030-01-04 16:15:00,10999.61420105657,0.0,0.0
2030-01-04 16:30:00,11082.662549217055,0.0,0.0
2030-01-04 16:45:00,11156.409505727499,0.0,0.0
2030-01-04 17:00:00,11249.987949728315,0.0,0.0
2030-01-04 17:15:00,11354.66907773887,0.0,0.0
2030-01-04 17:30:00,11345.862309788645,0.0,0.0
2030-01-04 17:45:00,11346.177096658463,0.0,0.0
2030-01-04 18:00:00,11281.280738898478,0.0,0.0
2030-01-04 18:15:00,11184.6499917322,0.0,0.0
2030-01-04 18:30:00,11141.741117566935,0.0,0.0
2030-01-04 18:45:00,10962.057411564589,0.0,0.0
2030-01-04 19:00:00,10945.201884893642,0.0,0.0
2030-01-04 19:15:00,10780.59421300756,0.0,0.0
2030-01-04 19:30:00,10637.066476706957,0.0,0.0
