Datum,Produktion EE in MWh,Laden/Einspeisen in MWh,Speicher + Erneuerbare in MWh,Restenergiebedarf in MWh
2030-01-03 22:00:00,20931.574568984666,-2710.4255763274377,18221.14899265723,0.0
2030-01-03 22:15:00,21291.71967468994,-3303.9835817056155,17987.736092984323,0.0
2030-01-03 22:30:00,21290.264597170513,-3649.0223370440326,17641.24226012648,0.0
2030-01-03 22:45:00,21446.18685853081,-4100.260994213833,17345.925864316978,0.0
2030-01-03 23:00:00,21766.506725127656,-4670.602031317765,17095.90469380989,0.0
2030-01-03 23:15:00,22191.14602740378,-5437.238826924073,16753.90720047971,0.0
2030-01-03 23:30:00,22442.060782758384,-5793.624639340396,16648.43614341799,0.0
2030-01-03 23:45:00,22039.348921168777,-5654.761042396793,16384.587878771985,0.0
2030-01-04 00:00:00,22069.149490474567,-5838.763291310443,16230.386199164124,0.0
2030-01-04 00:15:00,22361.445062454524,-6245.5175738044,16115.927488650124,0.0
2030-01-04 00:30:00,22590.29356932167,-6810.132940762858,15780.160628558813,0.0
2030-01-04 00:45:00,22674.13297684547,-6943.421862113384,15730.711114732087,0.0
2030-01-04 01:00:00,22715.845188271196,-7166.332513832331,15549.512674438865,0.0
2030-01-04 01:15:00,22869.028108402512,-7409.425981231168,15459.602127171343,0.0
2030-01-04 01:30:00,22983.902624287482,-7527.066744255413,15456.83588003207,0.0
2030-01-04 01:45:00,23059.773799000002,-7636.477200389045,15423.296598610958,0.0
2030-01-04 02:00:00,23006.235168404302,-7702.582600193828,15303.652568210475,0.0
2030-01-04 02:15:00,23102.377952063944,-7816.015457029627,15286.362495034316,0.0
2030-01-04 02:30:00,23093.512600371454,-7772.571960902256,15320.940639469198,0.0
2030-01-04 02:45:00,22570.66607696057,-7259.060197177721,15311.605879782848,0.0
2030-01-04 03:00:00,21961.253014298818,-6563.537729139742,15397.715285159076,0.0
2030-01-04 03:15:00,22088.671951160348,-6536.723414150747,15551.9485370096,0.0
2030-01-04 03:30:00,22200.25847729702,-6511.028544781771,15689.229932515247,0.0
2030-01-04 03:45:00,22304.522779434905,-6489.769759916859,15814.753019518046,0.0
2030-01-04 04:00:00,22232.50308077116,-6197.47786682822,16035.02521394294,0.0
2030-01-04 04:15:00,22780.22802921763,-6633.166481764045,16147.061547453584,0.0
2030-01-04 04:30:00,23087.087135947382,-6811.388111382528,16275.699024564854,0.0
2030-01-04 04:45:00,23339.961778330195,-6888.596159176697,16451.365619153497,0.0
2030-01-04 05:00:00,24314.365729838366,-7457.033862440381,16857.331867397985,0.0
2030-01-04 05:15:00,24634.296538585924,-7691.90145261036,16942.395085975564,0.0
2030-01-04 05:30:00,25078.01629894972,-7808.148721195423,17269.867577754296,0.0
2030-01-04 05:45:00,25857.437676120713,-8084.779787038493,17772.65788908222,0.0
2030-01-04 06:00:00,27277.87508414009,-8605.45005361471,18672.42503052538,0.0
2030-01-04 06:15:00,28276.53732502206,-9176.701241679599,19099.83608334246,0.0
2030-01-04 06:30:00,28580.96115609998,-9143.281409417683,19437.679746682297,0.0
2030-01-04 06:45:00,28863.96522105415,-9024.813468799224,19839.151752254926,0.0
2030-01-04 07:00:00,29022.24371257153,-8785.764285772071,20236.47942679946,0.0
2030-01-04 07:15:00,29227.102947971922,-8570.13072102581,20656.972226946113,0.0
2030-01-04 07:30:00,29307.50081865125,-8369.396499756538,20938.10431889471,0.0
2030-01-04 07:45:00,29436.24093080575,-8156.490579077476,21279.750351728275,0.0
2030-01-04 08:00:00,29459.60772533073,-7811.240293458744,21648.367431871986,0.0
2030-01-04 08:15:00,29584.877333995166,-7752.892667855867,21831.9846661393,0.0
2030-01-04 08:30:00,29728.274709149016,-7777.680056249912,21950.594652899104,0.0
2030-01-04 08:45:00,29829.54768102429,-7913.190603073985,21916.357077950306,0.0
