,Datum,Photovoltaik,Wind Onshore,Wind Offshore,Wasserkraft,Biomasse,Sonstige Erneuerbare
0,2030-01-01 00:00:00,0.0,7148.464431730558,2177.4095340438903,304.6546025,1042.5904575,30.7274775
1,2030-01-01 00:15:00,0.0,7160.969180063012,2180.712643167137,302.2726275,1039.7320875,30.7274775
2,2030-01-01 00:30:00,0.0,7305.02388085288,2180.052021342487,302.03443,1038.7792975,30.965675
3,2030-01-01 00:45:00,0.0,7106.948667266812,2181.3732649917856,306.0837875,1037.8265075,30.965675
4,2030-01-01 01:00:00,0.0,7324.781383218157,2182.694508641084,299.8906525,1034.0153475,30.7274775
5,2030-01-01 01:15:00,0.0,7335.535466784067,2180.052021342487,290.124555,1036.3973225,30.7274775
6,2030-01-01 01:30:00,0.0,7262.507736522538,2180.052021342487,288.9335675,1035.206335,30.7274775
7,2030-01-01 01:45:00,0.0,7393.307404080005,2177.4095340438903,289.64816,1034.0153475,30.7274775
8,2030-01-01 02:00:00,0.0,7231.7460556247015,2178.0701558685396,293.45932,1029.2513975,30.7274775
9,2030-01-01 02:15:00,0.0,7424.569274911139,2177.4095340438903,290.8391475,1033.0625575000001,30.7274775
10,2030-01-01 02:30:00,0.0,7265.758971088974,2177.4095340438903,291.077345,1033.5389525,30.7274775
11,2030-01-01 02:45:00,0.0,7355.042874182695,2176.088290394592,289.4099625,1032.5861625,30.7274775
12,2030-01-01 03:00:00,0.0,6927.880671146073,2176.7489122192414,294.41211,1032.347965,30.7274775
13,2030-01-01 03:15:00,0.0,6770.070747190505,2176.7489122192414,289.88635750000003,1032.82436,30.7274775
14,2030-01-01 03:30:00,0.0,6659.778866898263,2178.0701558685396,289.64816,1033.5389525,30.7274775
15,2030-01-01 03:45:00,0.0,6661.029341731508,2178.730777693189,291.55374,1035.206335,30.7274775
16,2030-01-01 04:00:00,0.0,6741.059731059212,2179.3913995178377,302.2726275,1034.9681375,30.7274775
17,2030-01-01 04:15:00,0.0,6612.260823234938,2178.0701558685396,299.65245500000003,1036.1591250000001,30.48928
18,2030-01-01 04:30:00,0.0,6523.977300007814,2175.4276685699424,292.982925,1039.017495,30.48928
19,2030-01-01 04:45:00,0.0,6571.4953436711385,2174.1064249206443,290.3627525,1037.58831,30.48928
20,2030-01-01 05:00:00,0.0,6832.844583819423,2176.088290394592,290.3627525,1038.064705,30.7274775
21,2030-01-01 05:15:00,0.0,6725.803938093619,2176.7489122192414,295.6030975,1041.1612725,30.7274775
22,2030-01-01 05:30:00,0.0,6622.51471686755,2167.5002066741517,292.2683325,1042.5904575,30.7274775
23,2030-01-01 05:45:00,0.0,6624.015286667445,2162.875853901607,290.60095,1042.1140625,30.7274775
24,2030-01-01 06:00:00,0.0,6696.042637062379,2156.930257479764,288.69537,1048.7835925,30.7274775
25,2030-01-01 06:15:00,0.0,6668.0320007976825,2117.953569825459,290.3627525,1050.6891725,30.48928
26,2030-01-01 06:30:00,0.0,6655.02706253193,2083.6012349436983,292.2683325,1049.2599875,30.7274775
27,2030-01-01 06:45:00,0.0,6613.7613930348325,2055.194496483781,294.17391250000003,1050.6891725,30.7274775
28,2030-01-01 07:00:00,0.0,6815.337936153988,1991.7748013174544,299.17606,1057.8350975,30.7274775
29,2030-01-01 07:15:00,0.0,6792.829389155571,1911.1789387102474,312.991515,1064.742825,30.7274775
30,2030-01-01 07:30:00,0.0,6807.835087154516,1878.147847477785,307.75117,1065.695615,30.7274775
31,2030-01-01 07:45:00,0.0,6716.800519294252,1842.4742689467264,305.13099750000003,1067.3629975000001,30.7274775
32,2030-01-01 08:00:00,1.656414195839227,6705.046055861746,1835.8680507002339,302.7490225,1069.2685775,30.7274775
33,2030-01-01 08:15:00,23.18979874174918,6663.030101464701,1773.108977358556,286.5515925,1075.9381075000001,30.7274775
34,2030-01-01 08:30:00,149.9054847234501,6581.249047370452,1722.241096860565,287.5043825,1076.8908975,30.7274775
35,2030-01-01 08:45:00,400.02402829517337,6479.210300977629,1725.544205983811,290.124555,1079.034675,30.7274775
36,2030-01-01 09:00:00,735.4479029526168,6340.65768945404,1728.8473151070573,296.5558875,1077.60549,30.7274775
37,2030-01-01 09:15:00,1069.215363414221,6340.90778442069,1725.544205983811,292.03013500000003,1078.3200825000001,30.48928
38,2030-01-01 09:30:00,1464.270149121877,6253.874736026811,1711.6711476661771,293.45932,1079.987465,30.48928
39,2030-01-01 09:45:00,1915.6430174880663,6204.105837663645,1712.9923913154755,291.7919375,1083.7986250000001,30.48928
40,2030-01-01 10:00:00,2439.8981104711816,6227.364669562009,1662.7851326421335,297.9850725,1080.46386,30.48928
41,2030-01-01 10:15:00,3077.6175758692843,6104.3179459706635,1577.5649172623816,321.566625,1081.4166500000001,30.251082500000003
42,2030-01-01 10:30:00,3669.7856508818077,5995.276540511666,1465.2592070720111,331.57092,1083.0840325,30.251082500000003
43,2030-01-01 10:45:00,4185.758672885727,5846.970225288764,1404.4819992042812,345.86277,1082.845835,30.251082500000003
44,2030-01-01 11:00:00,4527.808204326528,5775.443064827127,1358.8990933034836,320.8520325,1082.1312425,30.251082500000003
45,2030-01-01 11:15:00,4925.347611327942,5757.936417161692,1420.336922995863,312.51512,1082.6076375,30.012885
46,2030-01-01 11:30:00,5169.668705214228,5804.704175925069,1492.34470188263,309.8949475,1081.893045,30.012885
47,2030-01-01 11:45:00,5254.145829202028,5761.687841661428,1485.7384836361375,304.8928,1082.36944,30.012885
48,2030-01-01 12:00:00,5431.382148156826,5614.88209623842,1427.6037630670044,311.56233000000003,1072.6033425,30.012885
49,2030-01-01 12:15:00,5334.481917700231,5462.824356515782,1398.536402782438,300.12885,1071.1741575,30.012885
50,2030-01-01 12:30:00,5235.097065949878,5293.259969127708,1236.6840557433745,296.5558875,1071.1741575,29.774687500000002
51,2030-01-01 12:45:00,5231.784237558199,5192.971887501428,1111.1659090600194,299.8906525,1071.6505525,29.774687500000002
52,2030-01-01 13:00:00,5058.688954092999,5241.740405997998,1010.7513917133349,293.45932,1068.3157875,29.774687500000002
53,2030-01-01 13:15:00,4875.655185452765,5150.955933104383,967.8109731111344,297.27048,1069.2685775,29.774687500000002
54,2030-01-01 13:30:00,4558.451866949553,4995.897053781955,941.3861001251651,297.50867750000003,1071.1741575,29.774687500000002
55,2030-01-01 13:45:00,4340.633400196695,4957.632523884647,867.3964557644503,298.4614675,1070.93596,29.774687500000002
56,2030-01-01 14:00:00,3983.6761409933415,5184.468658635359,693.6529158817003,292.2683325,1043.0668525,29.774687500000002
