Datum,Differenz in MWh,positive Werte,negative Werte
2030-01-07 03:45:00,1756.2061038016236,1756.2061038016236,0.0
2030-01-07 04:00:00,1633.8087679233322,1633.8087679233322,0.0
2030-01-07 04:15:00,1415.8952280281574,1415.8952280281574,0.0
2030-01-07 04:30:00,1513.9966691480095,1513.9966691480095,0.0
2030-01-07 04:45:00,1513.4547308292003,1513.4547308292003,0.0
2030-01-07 05:00:00,1497.2503175480033,1497.2503175480033,0.0
2030-01-07 05:15:00,1610.500468335198,1610.500468335198,0.0
2030-01-07 05:30:00,1577.3826222307998,1577.3826222307998,0.0
2030-01-07 05:45:00,1459.088490391734,1459.088490391734,0.0
2030-01-07 06:00:00,1380.6114448412754,1380.6114448412754,0.0
2030-01-07 06:15:00,1292.8838661320315,1292.8838661320315,0.0
2030-01-07 06:30:00,740.6373341524177,740.6373341524177,0.0
2030-01-07 06:45:00,428.56795352786685,428.56795352786685,0.0
2030-01-07 07:00:00,110.62563468114968,110.62563468114968,0.0
2030-01-07 07:15:00,-346.6457886407916,0.0,-346.6457886407916
2030-01-07 07:30:00,-745.0919502977285,0.0,-745.0919502977285
2030-01-07 07:45:00,-1203.9450575652572,0.0,-1203.9450575652572
2030-01-07 08:00:00,-1646.007933799905,0.0,-1646.007933799905
2030-01-07 08:15:00,-2609.46574405508,0.0,-2609.46574405508
2030-01-07 08:30:00,-3291.659852091336,0.0,-3291.659852091336
2030-01-07 08:45:00,-3673.7991573574,0.0,-3673.7991573574
2030-01-07 09:00:00,-4086.6767863763107,0.0,-4086.6767863763107
2030-01-07 09:15:00,-4332.072550252922,0.0,-4332.072550252922
2030-01-07 09:30:00,-4548.405513522968,0.0,-4548.405513522968
2030-01-07 09:45:00,-4760.902532900025,0.0,-4760.902532900025
2030-01-07 10:00:00,-4617.088348235007,0.0,-4617.088348235007
2030-01-07 10:15:00,-3960.1603989595606,0.0,-3960.1603989595606
2030-01-07 10:30:00,-3582.7038537960107,0.0,-3582.7038537960107
2030-01-07 10:45:00,-3321.9418026614076,0.0,-3321.9418026614076
2030-01-07 11:00:00,-3096.6407792027894,0.0,-3096.6407792027894
2030-01-07 11:15:00,-2960.5446623867356,0.0,-2960.5446623867356
2030-01-07 11:30:00,-2198.336011691572,0.0,-2198.336011691572
2030-01-07 11:45:00,-1107.911620433777,0.0,-1107.911620433777
